TEST,VARIANT,STATE,SIZE,TIME (In Ms)
18455,Randomized,Descending,1000,0.7542
18456,Randomized,Descending,1000,0.9287
18457,Randomized,Descending,1000,0.7825
18458,Randomized,Descending,1000,0.9707
18459,Randomized,Descending,1000,0.8811
18460,Randomized,Descending,1000,0.9257
18461,Randomized,Descending,1000,0.6718
18462,Randomized,Descending,1000,0.6461
18463,Randomized,Descending,1000,0.6966
18464,Randomized,Descending,1000,0.8284
18465,Randomized,Descending,1000,0.9255
18466,Randomized,Descending,1000,0.9085
18467,Randomized,Descending,1000,0.8994
18468,Randomized,Descending,1000,0.6568
18469,Randomized,Descending,1000,0.9454
18470,Randomized,Descending,1000,1.1349
18471,Randomized,Descending,1000,1.2499
18472,Randomized,Descending,1000,1.129
18473,Randomized,Descending,1000,1.157
18474,Randomized,Descending,1000,1.1148
18475,Randomized,Descending,1000,1.113
18476,Randomized,Descending,1000,1.1104
18477,Randomized,Descending,1000,1.1022
18478,Randomized,Descending,1000,1.1132
18479,Randomized,Descending,1000,1.1101
18480,Randomized,Descending,1000,1.1378
18481,Randomized,Descending,1000,0.9629
18482,Randomized,Descending,1000,1.035
18483,Randomized,Descending,1000,1.0039
18484,Randomized,Descending,1000,0.8893
18485,Randomized,Descending,1000,0.7838
18486,Randomized,Descending,1000,1.3016
18487,Randomized,Descending,1000,1.2943
18488,Randomized,Descending,1000,0.766
18489,Randomized,Descending,1000,1.2916
18490,Randomized,Descending,1000,1.2646
18491,Randomized,Descending,1000,1.2959
18492,Randomized,Descending,1000,1.1444
18493,Randomized,Descending,1000,1.2503
18494,Randomized,Descending,1000,0.8542
18495,Randomized,Descending,1000,0.7748
18496,Randomized,Descending,1000,0.6895
18497,Randomized,Descending,1000,0.7381
18498,Randomized,Descending,1000,1.1033
18499,Randomized,Descending,1000,0.897
18500,Randomized,Descending,1000,1.0607
18501,Randomized,Descending,1000,1.0707
18502,Randomized,Descending,1000,0.8397
18503,Randomized,Descending,1000,1.0411
18504,Randomized,Descending,1000,1.0422
18505,Randomized,Descending,1000,0.7547
18506,Randomized,Descending,1000,0.8207
18507,Randomized,Descending,1000,1.0099
18508,Randomized,Descending,1000,0.8395
18509,Randomized,Descending,1000,0.969
18510,Randomized,Descending,1000,0.9786
18511,Randomized,Descending,1000,0.9892
18512,Randomized,Descending,1000,0.6167
18513,Randomized,Descending,1000,0.9267
18514,Randomized,Descending,1000,0.7325
18515,Randomized,Descending,1000,0.9497
18516,Randomized,Descending,1000,0.6551
18517,Randomized,Descending,1000,0.8868
18518,Randomized,Descending,1000,0.9213
18519,Randomized,Descending,1000,0.9167
18520,Randomized,Descending,1000,0.9116
18521,Randomized,Descending,1000,0.5772
18522,Randomized,Descending,1000,0.588
18523,Randomized,Descending,1000,0.6902
18524,Randomized,Descending,1000,1.0061
18525,Randomized,Descending,1000,0.7534
18526,Randomized,Descending,1000,0.7547
18527,Randomized,Descending,1000,1.0515
18528,Randomized,Descending,1000,0.9202
18529,Randomized,Descending,1000,0.8961
18530,Randomized,Descending,1000,0.7244
18531,Randomized,Descending,1000,0.9073
18532,Randomized,Descending,1000,0.8975
18533,Randomized,Descending,1000,0.9083
18534,Randomized,Descending,1000,0.8898
18535,Randomized,Descending,1000,0.8839
18536,Randomized,Descending,1000,0.8935
18537,Randomized,Descending,1000,0.8881
18538,Randomized,Descending,1000,0.8893
18539,Randomized,Descending,1000,0.8704
18540,Randomized,Descending,1000,1.271
18541,Randomized,Descending,1000,0.9492
18542,Randomized,Descending,1000,0.8
18543,Randomized,Descending,1000,0.826
18544,Randomized,Descending,1000,1.0892
18545,Randomized,Descending,1000,0.9656
18546,Randomized,Descending,1000,1.0606
18547,Randomized,Descending,1000,1.0204
18548,Randomized,Descending,1000,1.0365
18549,Randomized,Descending,1000,0.7662
18550,Randomized,Descending,1000,1.1022
18551,Randomized,Descending,1000,0.8407
18552,Randomized,Descending,1000,0.9239
18553,Randomized,Descending,1000,0.784
18554,Randomized,Descending,1000,1.0566
18555,Randomized,Descending,1000,0.9349
18556,Randomized,Descending,1000,1.0047
18557,Randomized,Descending,1000,0.9142
18558,Randomized,Descending,1000,0.9613
18559,Randomized,Descending,1000,0.8964
18560,Randomized,Descending,1000,0.8939
18561,Randomized,Descending,1000,0.6823
18562,Randomized,Descending,1000,0.9082
18563,Randomized,Descending,1000,0.9473
18564,Randomized,Descending,1000,0.902
18565,Randomized,Descending,1000,0.9006
18566,Randomized,Descending,1000,0.8963
18567,Randomized,Descending,1000,1.1497
18568,Randomized,Descending,1000,1.1245
18569,Randomized,Descending,1000,0.9729
18570,Randomized,Descending,1000,1.1711
18571,Randomized,Descending,1000,0.7096
18572,Randomized,Descending,1000,0.8033
18573,Randomized,Descending,1000,1.1477
18574,Randomized,Descending,1000,1.056
18575,Randomized,Descending,1000,0.9754
18576,Randomized,Descending,1000,1.112
18577,Randomized,Descending,1000,1.1365
18578,Randomized,Descending,1000,1.1345
18579,Randomized,Descending,1000,0.7619
18580,Randomized,Descending,1000,1.0965
18581,Randomized,Descending,1000,0.9809
18582,Randomized,Descending,1000,0.7821
18583,Randomized,Descending,1000,0.8182
18584,Randomized,Descending,1000,1.4147
18585,Randomized,Descending,1000,1.0048
18586,Randomized,Descending,1000,0.8154
18587,Randomized,Descending,1000,0.95
18588,Randomized,Descending,1000,0.7252
18589,Randomized,Descending,1000,0.7062
18590,Randomized,Descending,1000,0.9148
18591,Randomized,Descending,1000,0.9138
18592,Randomized,Descending,1000,0.6069
18593,Randomized,Descending,1000,0.9156
18594,Randomized,Descending,1000,0.6152
18595,Randomized,Descending,1000,0.7188
18596,Randomized,Descending,1000,0.7704
18597,Randomized,Descending,1000,1.0682
18598,Randomized,Descending,1000,0.9599
18599,Randomized,Descending,1000,0.7522
18600,Randomized,Descending,1000,0.7478
18601,Randomized,Descending,1000,0.6412
18602,Randomized,Descending,1000,0.744
18603,Randomized,Descending,1000,1.0741
18604,Randomized,Descending,1000,1.1882
18605,Randomized,Descending,1000,0.6608
18606,Randomized,Descending,1000,0.8978
18607,Randomized,Descending,1000,0.9441
18608,Randomized,Descending,1000,0.9539
18609,Randomized,Descending,1000,0.9621
18610,Randomized,Descending,1000,0.8929
18611,Randomized,Descending,1000,0.9775
18612,Randomized,Descending,1000,0.8711
18613,Randomized,Descending,1000,0.9785
18614,Randomized,Descending,1000,0.8951
18615,Randomized,Descending,1000,0.8432
18616,Randomized,Descending,1000,0.6823
18617,Randomized,Descending,1000,0.9889
18618,Randomized,Descending,1000,0.9913
18619,Randomized,Descending,1000,0.9856
18620,Randomized,Descending,1000,0.6615
18621,Randomized,Descending,1000,0.945
18622,Randomized,Descending,1000,0.7271
18623,Randomized,Descending,1000,0.8892
18624,Randomized,Descending,1000,0.9135
18625,Randomized,Descending,1000,1.0131
18626,Randomized,Descending,1000,1.2415
18627,Randomized,Descending,1000,1.2429
18628,Randomized,Descending,1000,1.092
18629,Randomized,Descending,1000,1.5601
18630,Randomized,Descending,1000,1.3054
18631,Randomized,Descending,1000,1.1559
18632,Randomized,Descending,1000,0.8343
18633,Randomized,Descending,1000,1.259
18634,Randomized,Descending,1000,1.1082
18635,Randomized,Descending,1000,0.8211
18636,Randomized,Descending,1000,0.8638
18637,Randomized,Descending,1000,0.9269
18638,Randomized,Descending,1000,0.9172
18639,Randomized,Descending,1000,0.9168
18640,Randomized,Descending,1000,0.8706
18641,Randomized,Descending,1000,0.9127
18642,Randomized,Descending,1000,0.8797
18643,Randomized,Descending,1000,0.7622
18644,Randomized,Descending,1000,0.609
18645,Randomized,Descending,1000,0.8856
18646,Randomized,Descending,1000,0.6248
18647,Randomized,Descending,1000,0.8261
18648,Randomized,Descending,1000,0.9435
18649,Randomized,Descending,1000,0.9295
18650,Randomized,Descending,1000,0.9954
18651,Randomized,Descending,1000,1.0066
18652,Randomized,Descending,1000,0.9934
18653,Randomized,Descending,1000,0.9921
18654,Randomized,Descending,1000,0.7094
18655,Randomized,Descending,1000,0.9172
18656,Randomized,Descending,1000,1.0316
18657,Randomized,Descending,1000,0.9026
18658,Randomized,Descending,1000,0.8891
18659,Randomized,Descending,1000,0.7994
18660,Randomized,Descending,1000,0.703
18661,Randomized,Descending,1000,1.0078
18662,Randomized,Descending,1000,1.0106
18663,Randomized,Descending,1000,0.9956
18664,Randomized,Descending,1000,1.1945
18665,Randomized,Descending,1000,1.0976
18666,Randomized,Descending,1000,1.2725
18667,Randomized,Descending,1000,0.8608
18668,Randomized,Descending,1000,1.1792
18669,Randomized,Descending,1000,1.2629
18670,Randomized,Descending,1000,1.2544
18671,Randomized,Descending,1000,1.176
18672,Randomized,Descending,1000,1.6208
18673,Randomized,Descending,1000,1.192
18674,Randomized,Descending,1000,1.0924
18675,Randomized,Descending,1000,1.4418
18676,Randomized,Descending,1000,0.6828
18677,Randomized,Descending,1000,0.7564
18678,Randomized,Descending,1000,0.9462
18679,Randomized,Descending,1000,1.0843
18680,Randomized,Descending,1000,0.6446
18681,Randomized,Descending,1000,1.0877
18682,Randomized,Descending,1000,0.7785
18683,Randomized,Descending,1000,0.921
18684,Randomized,Descending,1000,1.0847
18685,Randomized,Descending,1000,1.2333
18686,Randomized,Descending,1000,0.8368
18687,Randomized,Descending,1000,1.0891
18688,Randomized,Descending,1000,1.0558
18689,Randomized,Descending,1000,0.8878
18690,Randomized,Descending,1000,0.8765
18691,Randomized,Descending,1000,0.8926
18692,Randomized,Descending,1000,0.5995
18693,Randomized,Descending,1000,0.8786
18694,Randomized,Descending,1000,0.8681
18695,Randomized,Descending,1000,0.9701
18696,Randomized,Descending,1000,0.6729
18697,Randomized,Descending,1000,0.7115
18698,Randomized,Descending,1000,0.8458
18699,Randomized,Descending,1000,0.8338
18700,Randomized,Descending,1000,0.814
18701,Randomized,Descending,1000,0.7001
18702,Randomized,Descending,1000,0.5915
18703,Randomized,Descending,1000,0.7017
18704,Randomized,Descending,1000,0.6215
18705,Randomized,Descending,1000,1.0083
18706,Randomized,Descending,1000,0.7152
18707,Randomized,Descending,1000,4.4357
18708,Randomized,Descending,1000,1.0127
18709,Randomized,Descending,1000,0.6759
18710,Randomized,Descending,1000,0.7569
18711,Randomized,Descending,1000,1.0116
18712,Randomized,Descending,1000,0.9839
18713,Randomized,Descending,1000,0.8662
18714,Randomized,Descending,1000,1.0338
18715,Randomized,Descending,1000,1.3439
18716,Randomized,Descending,1000,1.3678
18717,Randomized,Descending,1000,0.9835
18718,Randomized,Descending,1000,1.3085
18719,Randomized,Descending,1000,1.0182
18720,Randomized,Descending,1000,1.4421
18721,Randomized,Descending,1000,1.6322
18722,Randomized,Descending,1000,1.9193
18723,Randomized,Descending,1000,0.9054
18724,Randomized,Descending,1000,1.5696
18725,Randomized,Descending,1000,1.7806
18726,Randomized,Descending,1000,1.0895
18727,Randomized,Descending,1000,1.3007
18728,Randomized,Descending,1000,1.1464
18729,Randomized,Descending,1000,1.0394
18730,Randomized,Descending,1000,1.0612
18731,Randomized,Descending,1000,0.7186
18732,Randomized,Descending,1000,0.8909
18733,Randomized,Descending,1000,1.1256
18734,Randomized,Descending,1000,0.6543
18735,Randomized,Descending,1000,0.9786
18736,Randomized,Descending,1000,1.2849
18737,Randomized,Descending,1000,0.6674
18738,Randomized,Descending,1000,0.8128
18739,Randomized,Descending,1000,1.51
18740,Randomized,Descending,1000,1.2314
18741,Randomized,Descending,1000,0.8535
18742,Randomized,Descending,1000,1.0341
18743,Randomized,Descending,1000,0.8219
18744,Randomized,Descending,1000,0.7528
18745,Randomized,Descending,1000,1.2035
18746,Randomized,Descending,1000,1.5454
18747,Randomized,Descending,1000,1.0486
18748,Randomized,Descending,1000,0.831
18749,Randomized,Descending,1000,0.7945
18750,Randomized,Descending,1000,0.9123
18751,Randomized,Descending,1000,1.0662
18752,Randomized,Descending,1000,1.7561
18753,Randomized,Descending,1000,1.1744
18754,Randomized,Descending,1000,1.0026
18755,Randomized,Descending,1000,0.7001
18756,Randomized,Descending,1000,0.8997
18757,Randomized,Descending,1000,0.9409
18758,Randomized,Descending,1000,0.9577
18759,Randomized,Descending,1000,0.935
18760,Randomized,Descending,1000,0.8148
18761,Randomized,Descending,1000,1.1141
18762,Randomized,Descending,1000,1.0817
18763,Randomized,Descending,1000,1.035
18764,Randomized,Descending,1000,0.9127
18765,Randomized,Descending,1000,0.7622
18766,Randomized,Descending,1000,1.0146
18767,Randomized,Descending,1000,1.5447
18768,Randomized,Descending,1000,0.6841
18769,Randomized,Descending,1000,1.0387
18770,Randomized,Descending,1000,1.0281
18771,Randomized,Descending,1000,0.6935
18772,Randomized,Descending,1000,1.0292
18773,Randomized,Descending,1000,1.0265
18774,Randomized,Descending,1000,1.0381
18775,Randomized,Descending,1000,0.6715
18776,Randomized,Descending,1000,0.7465
18777,Randomized,Descending,1000,0.6822
18778,Randomized,Descending,1000,1.2829
18779,Randomized,Descending,1000,0.8079
18780,Randomized,Descending,1000,0.7277
18781,Randomized,Descending,1000,0.9486
18782,Randomized,Descending,1000,0.9604
18783,Randomized,Descending,1000,0.8476
18784,Randomized,Descending,1000,0.6384
18785,Randomized,Descending,1000,0.915
18786,Randomized,Descending,1000,0.5878
18787,Randomized,Descending,1000,0.9134
18788,Randomized,Descending,1000,0.8565
18789,Randomized,Descending,1000,0.9513
18790,Randomized,Descending,1000,1.1766
18791,Randomized,Descending,1000,1.23
18792,Randomized,Descending,1000,1.2925
18793,Randomized,Descending,1000,1.4969
18794,Randomized,Descending,1000,0.7624
18795,Randomized,Descending,1000,1.0792
18796,Randomized,Descending,1000,1.1809
18797,Randomized,Descending,1000,0.8646
18798,Randomized,Descending,1000,1.1435
18799,Randomized,Descending,1000,1.1728
18800,Randomized,Descending,1000,1.1767
18801,Randomized,Descending,1000,0.8628
18802,Randomized,Descending,1000,0.8565
18803,Randomized,Descending,1000,1.0395
18804,Randomized,Descending,1000,1.0435
18805,Randomized,Descending,1000,0.8375
18806,Randomized,Descending,1000,1.0227
18807,Randomized,Descending,1000,0.9918
18808,Randomized,Descending,1000,0.9072
18809,Randomized,Descending,1000,1.0675
18810,Randomized,Descending,1000,1.0821
18811,Randomized,Descending,1000,0.7585
18812,Randomized,Descending,1000,1.0688
18813,Randomized,Descending,1000,0.9654
18814,Randomized,Descending,1000,1.0362
18815,Randomized,Descending,1000,1.0496
18816,Randomized,Descending,1000,0.9445
18817,Randomized,Descending,1000,0.9881
18818,Randomized,Descending,1000,1.0842
18819,Randomized,Descending,1000,0.7056
18820,Randomized,Descending,1000,0.8741
18821,Randomized,Descending,1000,0.6739
18822,Randomized,Descending,1000,1.0446
18823,Randomized,Descending,1000,1.1703
18824,Randomized,Descending,1000,0.9893
18825,Randomized,Descending,1000,0.9912
18826,Randomized,Descending,1000,0.8079
18827,Randomized,Descending,1000,0.9737
18828,Randomized,Descending,1000,0.957
18829,Randomized,Descending,1000,0.8108
18830,Randomized,Descending,1000,0.9714
18831,Randomized,Descending,1000,0.9551
18832,Randomized,Descending,1000,0.9529
18833,Randomized,Descending,1000,0.9067
18834,Randomized,Descending,1000,0.9495
18835,Randomized,Descending,1000,0.9436
18836,Randomized,Descending,1000,0.9246
18837,Randomized,Descending,1000,1.2443
18838,Randomized,Descending,1000,0.8582
18839,Randomized,Descending,1000,0.9293
18840,Randomized,Descending,1000,1.0136
18841,Randomized,Descending,1000,0.9795
18842,Randomized,Descending,1000,0.9517
18843,Randomized,Descending,1000,0.7359
18844,Randomized,Descending,1000,0.8954
18845,Randomized,Descending,1000,0.8875
18846,Randomized,Descending,1000,0.7642
18847,Randomized,Descending,1000,0.871
18848,Randomized,Descending,1000,0.8466
18849,Randomized,Descending,1000,0.8789
18850,Randomized,Descending,1000,0.8528
18851,Randomized,Descending,1000,0.8474
18852,Randomized,Descending,1000,0.9181
18853,Randomized,Descending,1000,1.0959
18854,Randomized,Descending,1000,0.8355
18855,Randomized,Descending,1000,0.5769
18856,Randomized,Descending,1000,0.886
18857,Randomized,Descending,1000,0.6493
18858,Randomized,Descending,1000,0.9087
18859,Randomized,Descending,1000,0.5827
18860,Randomized,Descending,1000,0.5791
18861,Randomized,Descending,1000,0.9501
18862,Randomized,Descending,1000,1.2225
18863,Randomized,Descending,1000,0.7043
18864,Randomized,Descending,1000,0.7625
18865,Randomized,Descending,1000,0.8615
18866,Randomized,Descending,1000,0.5763
18867,Randomized,Descending,1000,0.625
18868,Randomized,Descending,1000,1.1952
18869,Randomized,Descending,1000,1.0377
18870,Randomized,Descending,1000,0.7941
18871,Randomized,Descending,1000,0.582
18872,Randomized,Descending,1000,0.9451
18873,Randomized,Descending,1000,1.0482
18874,Randomized,Descending,1000,0.9438
18875,Randomized,Descending,1000,0.6796
18876,Randomized,Descending,1000,1.2934
18877,Randomized,Descending,1000,0.885
18878,Randomized,Descending,1000,0.8838
18879,Randomized,Descending,1000,0.603
18880,Randomized,Descending,1000,0.9547
18881,Randomized,Descending,1000,0.9456
18882,Randomized,Descending,1000,0.9598
18883,Randomized,Descending,1000,0.957
18884,Randomized,Descending,1000,0.8755
18885,Randomized,Descending,1000,0.8376
18886,Randomized,Descending,1000,1.3061
18887,Randomized,Descending,1000,0.8483
18888,Randomized,Descending,1000,0.8056
18889,Randomized,Descending,1000,1.0222
18890,Randomized,Descending,1000,1.8626
18891,Randomized,Descending,1000,1.287
18892,Randomized,Descending,1000,1.2618
18893,Randomized,Descending,1000,0.8649
18894,Randomized,Descending,1000,1.2768
18895,Randomized,Descending,1000,0.8916
18896,Randomized,Descending,1000,0.9531
18897,Randomized,Descending,1000,1.0726
18898,Randomized,Descending,1000,1.1193
18899,Randomized,Descending,1000,0.9474
18900,Randomized,Descending,1000,0.9986
18901,Randomized,Descending,1000,1.4597
18902,Randomized,Descending,1000,1.2233
18903,Randomized,Descending,1000,0.9568
18904,Randomized,Descending,1000,0.6755
18905,Randomized,Descending,1000,1.0811
18906,Randomized,Descending,1000,0.9549
18907,Randomized,Descending,1000,1.0778
18908,Randomized,Descending,1000,1.0746
18909,Randomized,Descending,1000,0.8484
18910,Randomized,Descending,1000,1.0854
18911,Randomized,Descending,1000,1.1925
18912,Randomized,Descending,1000,1.0019
18913,Randomized,Descending,1000,1.426
18914,Randomized,Descending,1000,0.7883
18915,Randomized,Descending,1000,0.8109
18916,Randomized,Descending,1000,0.8531
18917,Randomized,Descending,1000,1.014
18918,Randomized,Descending,1000,1.011
18919,Randomized,Descending,1000,0.8292
18920,Randomized,Descending,1000,0.7663
18921,Randomized,Descending,1000,1.0075
18922,Randomized,Descending,1000,1.0015
18923,Randomized,Descending,1000,0.9549
18924,Randomized,Descending,1000,0.6692
18925,Randomized,Descending,1000,1.013
18926,Randomized,Descending,1000,1.0019
18927,Randomized,Descending,1000,1.0075
18928,Randomized,Descending,1000,0.8402
18929,Randomized,Descending,1000,1.4944
18930,Randomized,Descending,1000,0.9572
18931,Randomized,Descending,1000,0.8868
18932,Randomized,Descending,1000,0.8637
18933,Randomized,Descending,1000,0.6694
18934,Randomized,Descending,1000,0.8811
18935,Randomized,Descending,1000,0.8537
18936,Randomized,Descending,1000,0.7803
18937,Randomized,Descending,1000,0.7905
18938,Randomized,Descending,1000,0.5956
18939,Randomized,Descending,1000,0.6933
18940,Randomized,Descending,1000,0.868
18941,Randomized,Descending,1000,0.8525
18942,Randomized,Descending,1000,0.6457
18943,Randomized,Descending,1000,0.8563
18944,Randomized,Descending,1000,0.8188
18945,Randomized,Descending,1000,0.9949
18946,Randomized,Descending,1000,2.0438
18947,Randomized,Descending,1000,1.8565
18948,Randomized,Descending,1000,1.4932
18949,Randomized,Descending,1000,1.5529
18950,Randomized,Descending,1000,1.3561
18951,Randomized,Descending,1000,1.5405
18952,Randomized,Descending,1000,1.6859
18953,Randomized,Descending,1000,1.4134
18954,Randomized,Descending,1000,1.5945
18955,Randomized,Descending,1000,1.1913
18956,Randomized,Descending,1000,1.1626
18957,Randomized,Descending,1000,0.8875
18958,Randomized,Descending,1000,1.0114
18959,Randomized,Descending,1000,0.845
18960,Randomized,Descending,1000,0.9077
18961,Randomized,Descending,1000,0.6881
18962,Randomized,Descending,1000,0.9154
18963,Randomized,Descending,1000,0.6853
18964,Randomized,Descending,1000,0.5915
18965,Randomized,Descending,1000,0.9143
18966,Randomized,Descending,1000,0.9187
18967,Randomized,Descending,1000,0.8895
18968,Randomized,Descending,1000,0.8842
18969,Randomized,Descending,1000,0.8984
18970,Randomized,Descending,1000,1.1285
18971,Randomized,Descending,1000,1.2044
18972,Randomized,Descending,1000,1.0739
18973,Randomized,Descending,1000,1.0829
18974,Randomized,Descending,1000,1.069
18975,Randomized,Descending,1000,1.0633
18976,Randomized,Descending,1000,1.07
18977,Randomized,Descending,1000,1.1329
18978,Randomized,Descending,1000,0.7338
18979,Randomized,Descending,1000,1.0876
18980,Randomized,Descending,1000,1.0434
18981,Randomized,Descending,1000,1.4695
18982,Randomized,Descending,1000,1.3976
18983,Randomized,Descending,1000,1.2107
18984,Randomized,Descending,1000,1.4289
18985,Randomized,Descending,1000,0.9519
18986,Randomized,Descending,1000,1.3043
18987,Randomized,Descending,1000,1.4465
18988,Randomized,Descending,1000,1.4649
18989,Randomized,Descending,1000,1.4478
18990,Randomized,Descending,1000,0.9077
18991,Randomized,Descending,1000,1.0396
18992,Randomized,Descending,1000,0.6699
18993,Randomized,Descending,1000,0.6777
18994,Randomized,Descending,1000,0.9375
18995,Randomized,Descending,1000,1.0444
18996,Randomized,Descending,1000,0.7823
18997,Randomized,Descending,1000,1.014
18998,Randomized,Descending,1000,0.9534
18999,Randomized,Descending,1000,0.647
19000,Randomized,Descending,1000,0.7817
19001,Randomized,Descending,10000,6.2195
19002,Randomized,Descending,10000,7.1268
19003,Randomized,Descending,10000,5.7798
19004,Randomized,Descending,10000,6.0069
19005,Randomized,Descending,10000,6.7366
19006,Randomized,Descending,10000,6.9403
19007,Randomized,Descending,10000,7.4889
19008,Randomized,Descending,10000,6.9873
19009,Randomized,Descending,10000,8.922
19010,Randomized,Descending,10000,8.0708
19011,Randomized,Descending,10000,8.6702
19012,Randomized,Descending,10000,7.0641
19013,Randomized,Descending,10000,6.4763
19014,Randomized,Descending,10000,6.2013
19015,Randomized,Descending,10000,6.6209
19016,Randomized,Descending,10000,9.3159
19017,Randomized,Descending,10000,6.023
19018,Randomized,Descending,10000,7.2463
19019,Randomized,Descending,10000,8.2164
19020,Randomized,Descending,10000,9.2835
19021,Randomized,Descending,10000,6.6819
19022,Randomized,Descending,10000,7.8407
19023,Randomized,Descending,10000,6.9524
19024,Randomized,Descending,10000,9.0613
19025,Randomized,Descending,10000,6.2629
19026,Randomized,Descending,10000,5.8506
19027,Randomized,Descending,10000,7.6104
19028,Randomized,Descending,10000,6.5578
19029,Randomized,Descending,10000,7.8067
19030,Randomized,Descending,10000,5.9764
19031,Randomized,Descending,10000,6.1443
19032,Randomized,Descending,10000,7.4083
19033,Randomized,Descending,10000,7.4485
19034,Randomized,Descending,10000,24.1997
19035,Randomized,Descending,10000,7.7597
19036,Randomized,Descending,10000,11.998
19037,Randomized,Descending,10000,7.2779
19038,Randomized,Descending,10000,7.0036
19039,Randomized,Descending,10000,6.0554
19040,Randomized,Descending,10000,7.6794
19041,Randomized,Descending,10000,7.1095
19042,Randomized,Descending,10000,6.8166
19043,Randomized,Descending,10000,6.698
19044,Randomized,Descending,10000,8.9247
19045,Randomized,Descending,10000,7.3895
19046,Randomized,Descending,10000,6.6365
19047,Randomized,Descending,10000,7.195
19048,Randomized,Descending,10000,8.0178
19049,Randomized,Descending,10000,8.1873
19050,Randomized,Descending,10000,6.1693
19051,Randomized,Descending,10000,7.7963
19052,Randomized,Descending,10000,7.7058
19053,Randomized,Descending,10000,7.9285
19054,Randomized,Descending,10000,7.2658
19055,Randomized,Descending,10000,6.6581
19056,Randomized,Descending,10000,7.6864
19057,Randomized,Descending,10000,10.2125
19058,Randomized,Descending,10000,10.5764
19059,Randomized,Descending,10000,9.5111
19060,Randomized,Descending,10000,8.1543
19061,Randomized,Descending,10000,8.7952
19062,Randomized,Descending,10000,7.6569
19063,Randomized,Descending,10000,7.3732
19064,Randomized,Descending,10000,6.7917
19065,Randomized,Descending,10000,9.5412
19066,Randomized,Descending,10000,7.1373
19067,Randomized,Descending,10000,7.7774
19068,Randomized,Descending,10000,8.1353
19069,Randomized,Descending,10000,10.8822
19070,Randomized,Descending,10000,7.1175
19071,Randomized,Descending,10000,9.0907
19072,Randomized,Descending,10000,7.9179
19073,Randomized,Descending,10000,8.4035
19074,Randomized,Descending,10000,6.1368
19075,Randomized,Descending,10000,7.6896
19076,Randomized,Descending,10000,6.9366
19077,Randomized,Descending,10000,6.5848
19078,Randomized,Descending,10000,6.8028
19079,Randomized,Descending,10000,7.3291
19080,Randomized,Descending,10000,8.4999
19081,Randomized,Descending,10000,9.0976
19082,Randomized,Descending,10000,14.5705
19083,Randomized,Descending,10000,10.215
19084,Randomized,Descending,10000,7.0413
19085,Randomized,Descending,10000,7.9315
19086,Randomized,Descending,10000,6.8645
19087,Randomized,Descending,10000,8.8865
19088,Randomized,Descending,10000,6.7956
19089,Randomized,Descending,10000,11.2224
19090,Randomized,Descending,10000,8.968
19091,Randomized,Descending,10000,8.202
19092,Randomized,Descending,10000,6.9105
19093,Randomized,Descending,10000,8.5848
19094,Randomized,Descending,10000,6.6718
19095,Randomized,Descending,10000,8.7915
19096,Randomized,Descending,10000,6.2181
19097,Randomized,Descending,10000,8.7636
19098,Randomized,Descending,10000,6.7895
19099,Randomized,Descending,10000,6.9324
19100,Randomized,Descending,10000,6.1461
19101,Randomized,Descending,10000,8.0686
19102,Randomized,Descending,10000,9.8207
19103,Randomized,Descending,10000,7.8019
19104,Randomized,Descending,10000,7.1286
19105,Randomized,Descending,10000,7.1843
19106,Randomized,Descending,10000,10.8511
19107,Randomized,Descending,10000,8.8728
19108,Randomized,Descending,10000,6.8839
19109,Randomized,Descending,10000,6.0159
19110,Randomized,Descending,10000,7.2326
19111,Randomized,Descending,10000,7.7461
19112,Randomized,Descending,10000,6.7832
19113,Randomized,Descending,10000,6.1559
19114,Randomized,Descending,10000,6.9314
19115,Randomized,Descending,10000,8.4106
19116,Randomized,Descending,10000,8.7026
19117,Randomized,Descending,10000,7.4416
19118,Randomized,Descending,10000,7.1991
19119,Randomized,Descending,10000,7.2492
19120,Randomized,Descending,10000,6.8681
19121,Randomized,Descending,10000,7.4204
19122,Randomized,Descending,10000,6.7166
19123,Randomized,Descending,10000,8.5359
19124,Randomized,Descending,10000,8.2701
19125,Randomized,Descending,10000,10.0833
19126,Randomized,Descending,10000,6.5166
19127,Randomized,Descending,10000,8.5978
19128,Randomized,Descending,10000,9.4338
19129,Randomized,Descending,10000,10.9961
19130,Randomized,Descending,10000,7.6985
19131,Randomized,Descending,10000,7.623
19132,Randomized,Descending,10000,9.3728
19133,Randomized,Descending,10000,7.2517
19134,Randomized,Descending,10000,8.1504
19135,Randomized,Descending,10000,6.8349
19136,Randomized,Descending,10000,7.0022
19137,Randomized,Descending,10000,7.6919
19138,Randomized,Descending,10000,6.478
19139,Randomized,Descending,10000,7.9644
19140,Randomized,Descending,10000,8.4735
19141,Randomized,Descending,10000,9.4642
19142,Randomized,Descending,10000,7.5959
19143,Randomized,Descending,10000,7.881
19144,Randomized,Descending,10000,7.8071
19145,Randomized,Descending,10000,10.027
19146,Randomized,Descending,10000,6.0576
19147,Randomized,Descending,10000,10.6485
19148,Randomized,Descending,10000,8.9349
19149,Randomized,Descending,10000,6.4641
19150,Randomized,Descending,10000,7.5283
19151,Randomized,Descending,10000,8.8652
19152,Randomized,Descending,10000,7.1913
19153,Randomized,Descending,10000,9.6138
19154,Randomized,Descending,10000,9.8501
19155,Randomized,Descending,10000,9.4683
