TEST,VARIANT,STATE,SIZE,TIME (In Ms)
6846,Normal,Descending,1000,3.0919
6847,Normal,Descending,1000,2.5049
6848,Normal,Descending,1000,2.6504
6849,Normal,Descending,1000,3.2629
6850,Normal,Descending,1000,3.2465
6851,Normal,Descending,1000,2.4712
6852,Normal,Descending,1000,2.8463
6853,Normal,Descending,1000,2.5366
6854,Normal,Descending,1000,2.2801
6855,Normal,Descending,1000,2.402
6856,Normal,Descending,1000,2.2937
6857,Normal,Descending,1000,2.2745
6858,Normal,Descending,1000,2.3849
6859,Normal,Descending,1000,2.3052
6860,Normal,Descending,1000,2.8705
6861,Normal,Descending,1000,2.2971
6862,Normal,Descending,1000,2.278
6863,Normal,Descending,1000,2.2983
6864,Normal,Descending,1000,2.7911
6865,Normal,Descending,1000,2.6197
6866,Normal,Descending,1000,2.5356
6867,Normal,Descending,1000,2.9758
6868,Normal,Descending,1000,2.5338
6869,Normal,Descending,1000,2.4635
6870,Normal,Descending,1000,3.492
6871,Normal,Descending,1000,2.6455
6872,Normal,Descending,1000,3.634
6873,Normal,Descending,1000,2.6675
6874,Normal,Descending,1000,2.3763
6875,Normal,Descending,1000,2.4436
6876,Normal,Descending,1000,3.157
6877,Normal,Descending,1000,2.8481
6878,Normal,Descending,1000,2.379
6879,Normal,Descending,1000,2.2916
6880,Normal,Descending,1000,2.3086
6881,Normal,Descending,1000,2.4872
6882,Normal,Descending,1000,2.7083
6883,Normal,Descending,1000,2.3919
6884,Normal,Descending,1000,2.9565
6885,Normal,Descending,1000,2.3843
6886,Normal,Descending,1000,2.3551
6887,Normal,Descending,1000,3.0041
6888,Normal,Descending,1000,2.9914
6889,Normal,Descending,1000,3.3152
6890,Normal,Descending,1000,4.4387
6891,Normal,Descending,1000,4.4875
6892,Normal,Descending,1000,6.622
6893,Normal,Descending,1000,3.8274
6894,Normal,Descending,1000,4.0778
6895,Normal,Descending,1000,2.9263
6896,Normal,Descending,1000,2.7566
6897,Normal,Descending,1000,2.8472
6898,Normal,Descending,1000,2.2872
6899,Normal,Descending,1000,2.2757
6900,Normal,Descending,1000,2.9793
6901,Normal,Descending,1000,2.8204
6902,Normal,Descending,1000,2.2908
6903,Normal,Descending,1000,2.3303
6904,Normal,Descending,1000,3.0348
6905,Normal,Descending,1000,2.5121
6906,Normal,Descending,1000,2.476
6907,Normal,Descending,1000,2.5618
6908,Normal,Descending,1000,2.4722
6909,Normal,Descending,1000,2.6195
6910,Normal,Descending,1000,2.5299
6911,Normal,Descending,1000,3.1107
6912,Normal,Descending,1000,2.4796
6913,Normal,Descending,1000,2.4087
6914,Normal,Descending,1000,2.921
6915,Normal,Descending,1000,2.5884
6916,Normal,Descending,1000,2.9718
6917,Normal,Descending,1000,2.6105
6918,Normal,Descending,1000,2.4412
6919,Normal,Descending,1000,2.5597
6920,Normal,Descending,1000,2.3962
6921,Normal,Descending,1000,2.3232
6922,Normal,Descending,1000,2.6118
6923,Normal,Descending,1000,2.4473
6924,Normal,Descending,1000,2.5596
6925,Normal,Descending,1000,2.2832
6926,Normal,Descending,1000,2.3029
6927,Normal,Descending,1000,2.3354
6928,Normal,Descending,1000,2.6278
6929,Normal,Descending,1000,4.0368
6930,Normal,Descending,1000,3.1111
6931,Normal,Descending,1000,3.4159
6932,Normal,Descending,1000,2.4634
6933,Normal,Descending,1000,3.0012
6934,Normal,Descending,1000,2.8582
6935,Normal,Descending,1000,2.4859
6936,Normal,Descending,1000,2.4765
6937,Normal,Descending,1000,3.5334
6938,Normal,Descending,1000,2.6922
6939,Normal,Descending,1000,2.6124
6940,Normal,Descending,1000,3.0415
6941,Normal,Descending,1000,2.3795
6942,Normal,Descending,1000,2.5482
6943,Normal,Descending,1000,2.7321
6944,Normal,Descending,1000,3.0054
6945,Normal,Descending,1000,2.5747
6946,Normal,Descending,1000,2.3127
6947,Normal,Descending,1000,2.6933
6948,Normal,Descending,1000,2.2859
6949,Normal,Descending,1000,2.2859
6950,Normal,Descending,1000,3.2034
6951,Normal,Descending,1000,2.3826
6952,Normal,Descending,1000,2.5402
6953,Normal,Descending,1000,3.2668
6954,Normal,Descending,1000,4.2437
6955,Normal,Descending,1000,6.3205
6956,Normal,Descending,1000,2.4032
6957,Normal,Descending,1000,2.5097
6958,Normal,Descending,1000,2.9996
6959,Normal,Descending,1000,2.8353
6960,Normal,Descending,1000,3.5725
6961,Normal,Descending,1000,2.8662
6962,Normal,Descending,1000,2.2944
6963,Normal,Descending,1000,2.2913
6964,Normal,Descending,1000,2.6762
6965,Normal,Descending,1000,2.6041
6966,Normal,Descending,1000,2.3132
6967,Normal,Descending,1000,2.2881
6968,Normal,Descending,1000,2.2931
6969,Normal,Descending,1000,2.2904
6970,Normal,Descending,1000,2.383
6971,Normal,Descending,1000,4.0569
6972,Normal,Descending,1000,2.8614
6973,Normal,Descending,1000,2.5089
6974,Normal,Descending,1000,2.4808
6975,Normal,Descending,1000,3.3813
6976,Normal,Descending,1000,2.4267
6977,Normal,Descending,1000,2.5468
6978,Normal,Descending,1000,3.9924
6979,Normal,Descending,1000,2.2925
6980,Normal,Descending,1000,2.4271
6981,Normal,Descending,1000,2.4283
6982,Normal,Descending,1000,2.3281
6983,Normal,Descending,1000,2.2765
6984,Normal,Descending,1000,2.3073
6985,Normal,Descending,1000,2.3184
6986,Normal,Descending,1000,2.3176
6987,Normal,Descending,1000,2.347
6988,Normal,Descending,1000,2.2825
6989,Normal,Descending,1000,2.7089
6990,Normal,Descending,1000,2.484
6991,Normal,Descending,1000,2.2748
6992,Normal,Descending,1000,2.293
6993,Normal,Descending,1000,2.75
6994,Normal,Descending,1000,2.4711
6995,Normal,Descending,1000,2.4438
6996,Normal,Descending,1000,3.0758
6997,Normal,Descending,1000,3.0262
6998,Normal,Descending,1000,2.6234
6999,Normal,Descending,1000,3.2434
7000,Normal,Descending,1000,2.4294
7001,Normal,Descending,10000,257.9971
7002,Normal,Descending,10000,274.9276
7003,Normal,Descending,10000,255.6992
7004,Normal,Descending,10000,255.2771
7005,Normal,Descending,10000,257.3845
7006,Normal,Descending,10000,256.5418
7007,Normal,Descending,10000,262.4227
7008,Normal,Descending,10000,255.0779
7009,Normal,Descending,10000,262.4634
7010,Normal,Descending,10000,249.9525
7011,Normal,Descending,10000,255.171
7012,Normal,Descending,10000,255.9189
7013,Normal,Descending,10000,255.5245
7014,Normal,Descending,10000,261.8784
7015,Normal,Descending,10000,262.3597
7016,Normal,Descending,10000,254.0197
7017,Normal,Descending,10000,251.7559
7018,Normal,Descending,10000,264.5857
7019,Normal,Descending,10000,255.4326
7020,Normal,Descending,10000,264.0965
7021,Normal,Descending,10000,260.9184
7022,Normal,Descending,10000,253.6866
7023,Normal,Descending,10000,257.0692
7024,Normal,Descending,10000,257.0899
7025,Normal,Descending,10000,256.238
7026,Normal,Descending,10000,263.0366
7027,Normal,Descending,10000,252.2093
7028,Normal,Descending,10000,253.8265
7029,Normal,Descending,10000,258.2685
7030,Normal,Descending,10000,245.6604
7031,Normal,Descending,10000,265.3855
7032,Normal,Descending,10000,252.5038
7033,Normal,Descending,10000,250.8157
7034,Normal,Descending,10000,256.9086
7035,Normal,Descending,10000,257.8593
7036,Normal,Descending,10000,258.3702
7037,Normal,Descending,10000,257.3661
7038,Normal,Descending,10000,263.8755
7039,Normal,Descending,10000,256.8423
7040,Normal,Descending,10000,261.4998
7041,Normal,Descending,10000,270.0492
7042,Normal,Descending,10000,252.6154
7043,Normal,Descending,10000,259.7138
7044,Normal,Descending,10000,259.1425
7045,Normal,Descending,10000,257.7196
7046,Normal,Descending,10000,262.2187
7047,Normal,Descending,10000,260.1111
7048,Normal,Descending,10000,260.0898
7049,Normal,Descending,10000,254.3143
7050,Normal,Descending,10000,258.3237
7051,Normal,Descending,10000,256.0825
7052,Normal,Descending,10000,261.3282
7053,Normal,Descending,10000,254.6885
7054,Normal,Descending,10000,259.8481
7055,Normal,Descending,10000,259.1239
7056,Normal,Descending,10000,255.3139
7057,Normal,Descending,10000,251.5098
7058,Normal,Descending,10000,253.2688
7059,Normal,Descending,10000,275.4318
7060,Normal,Descending,10000,256.5123
7061,Normal,Descending,10000,264.3148
7062,Normal,Descending,10000,257.3536
7063,Normal,Descending,10000,265.2294
7064,Normal,Descending,10000,258.2206
7065,Normal,Descending,10000,272.6149
7066,Normal,Descending,10000,255.5161
7067,Normal,Descending,10000,252.4048
7068,Normal,Descending,10000,247.1666
7069,Normal,Descending,10000,257.7907
7070,Normal,Descending,10000,262.5338
7071,Normal,Descending,10000,263.6306
7072,Normal,Descending,10000,252.457
7073,Normal,Descending,10000,250.1781
7074,Normal,Descending,10000,250.8432
7075,Normal,Descending,10000,262.0945
7076,Normal,Descending,10000,256.5125
7077,Normal,Descending,10000,259.296
7078,Normal,Descending,10000,254.3674
7079,Normal,Descending,10000,268.0506
7080,Normal,Descending,10000,265.2754
7081,Normal,Descending,10000,264.1223
7082,Normal,Descending,10000,251.2386
7083,Normal,Descending,10000,248.7184
7084,Normal,Descending,10000,244.9995
7085,Normal,Descending,10000,248.8495
7086,Normal,Descending,10000,254.0877
7087,Normal,Descending,10000,252.8328
7088,Normal,Descending,10000,242.8693
7089,Normal,Descending,10000,235.7842
7090,Normal,Descending,10000,251.6487
7091,Normal,Descending,10000,244.0057
7092,Normal,Descending,10000,245.3796
7093,Normal,Descending,10000,255.3314
7094,Normal,Descending,10000,274.5519
7095,Normal,Descending,10000,247.2193
7096,Normal,Descending,10000,243.6906
7097,Normal,Descending,10000,248.0782
7098,Normal,Descending,10000,254.0716
7099,Normal,Descending,10000,244.466
7100,Normal,Descending,10000,253.7782
7101,Normal,Descending,10000,247.3293
7102,Normal,Descending,10000,253.1463
7103,Normal,Descending,10000,254.5664
7104,Normal,Descending,10000,249.5514
7105,Normal,Descending,10000,276.0206
7106,Normal,Descending,10000,255.3804
7107,Normal,Descending,10000,247.1635
7108,Normal,Descending,10000,250.607
7109,Normal,Descending,10000,242.8116
7110,Normal,Descending,10000,255.1014
7111,Normal,Descending,10000,246.9774
7112,Normal,Descending,10000,247.7875
7113,Normal,Descending,10000,250.9409
7114,Normal,Descending,10000,242.713
7115,Normal,Descending,10000,251.3928
7116,Normal,Descending,10000,250.0807
7117,Normal,Descending,10000,250.0628
7118,Normal,Descending,10000,246.4318
7119,Normal,Descending,10000,248.5602
7120,Normal,Descending,10000,250.3706
7121,Normal,Descending,10000,245.7317
7122,Normal,Descending,10000,251.178
7123,Normal,Descending,10000,241.7741
7124,Normal,Descending,10000,257.5368
7125,Normal,Descending,10000,259.7838
7126,Normal,Descending,10000,256.522
7127,Normal,Descending,10000,244.8077
7128,Normal,Descending,10000,244.8871
7129,Normal,Descending,10000,241.8855
7130,Normal,Descending,10000,268.3588
7131,Normal,Descending,10000,264.5976
7132,Normal,Descending,10000,249.2731
7133,Normal,Descending,10000,264.0277
7134,Normal,Descending,10000,266.031
7135,Normal,Descending,10000,256.1818
7136,Normal,Descending,10000,241.98
7137,Normal,Descending,10000,242.9052
7138,Normal,Descending,10000,373.0684
7139,Normal,Descending,10000,327.4549
7140,Normal,Descending,10000,253.0682
7141,Normal,Descending,10000,243.8363
7142,Normal,Descending,10000,245.6577
7143,Normal,Descending,10000,246.4825
7144,Normal,Descending,10000,241.1581
7145,Normal,Descending,10000,257.3544
7146,Normal,Descending,10000,282.7474
7147,Normal,Descending,10000,256.9576
7148,Normal,Descending,10000,244.7546
7149,Normal,Descending,10000,247.3618
7150,Normal,Descending,10000,245.4245
7151,Normal,Descending,10000,264.1606
7152,Normal,Descending,10000,254.252
7153,Normal,Descending,10000,255.2974
7154,Normal,Descending,10000,247.6555
7155,Normal,Descending,10000,249.0029
7156,Normal,Descending,10000,252.1253
7157,Normal,Descending,10000,255.6484
7158,Normal,Descending,10000,250.2415
7159,Normal,Descending,10000,254.5552
7160,Normal,Descending,10000,254.2023
7161,Normal,Descending,10000,254.5077
7162,Normal,Descending,10000,292.9624
7163,Normal,Descending,10000,259.1717
7164,Normal,Descending,10000,260.0506
7165,Normal,Descending,10000,249.0678
7166,Normal,Descending,10000,247.1264
7167,Normal,Descending,10000,246.0327
7168,Normal,Descending,10000,257.2972
7169,Normal,Descending,10000,254.2953
7170,Normal,Descending,10000,256.359
7171,Normal,Descending,10000,246.6922
7172,Normal,Descending,10000,252.0872
7173,Normal,Descending,10000,256.0021
7174,Normal,Descending,10000,253.4805
7175,Normal,Descending,10000,256.5213
7176,Normal,Descending,10000,250.7332
7177,Normal,Descending,10000,247.2412
7178,Normal,Descending,10000,262.4638
7179,Normal,Descending,10000,249.5413
7180,Normal,Descending,10000,275.709
7181,Normal,Descending,10000,252.1501
7182,Normal,Descending,10000,256.1744
7183,Normal,Descending,10000,256.1425
7184,Normal,Descending,10000,252.4149
7185,Normal,Descending,10000,256.1792
7186,Normal,Descending,10000,254.1758
7187,Normal,Descending,10000,253.9055
7188,Normal,Descending,10000,250.807
7189,Normal,Descending,10000,255.4604
7190,Normal,Descending,10000,255.1811
7191,Normal,Descending,10000,261.4275
7192,Normal,Descending,10000,263.1688
7193,Normal,Descending,10000,258.5264
7194,Normal,Descending,10000,256.9624
7195,Normal,Descending,10000,290.7664
7196,Normal,Descending,10000,281.4202
7197,Normal,Descending,10000,256.1949
7198,Normal,Descending,10000,274.8623
7199,Normal,Descending,10000,302.322
7200,Normal,Descending,10000,269.0009
7201,Normal,Descending,10000,293.3
7202,Normal,Descending,10000,358.1644
7203,Normal,Descending,10000,287.3387
7204,Normal,Descending,10000,334.3888
7205,Normal,Descending,10000,290.4741
7206,Normal,Descending,10000,287.1358
7207,Normal,Descending,10000,297.5137
7208,Normal,Descending,10000,271.8701
7209,Normal,Descending,10000,277.4359
7210,Normal,Descending,10000,282.8684
7211,Normal,Descending,10000,267.0814
7212,Normal,Descending,10000,277.7602
7213,Normal,Descending,10000,338.3055
7214,Normal,Descending,10000,278.6258
7215,Normal,Descending,10000,265.9875
7216,Normal,Descending,10000,242.5656
7217,Normal,Descending,10000,254.8727
7218,Normal,Descending,10000,239.9604
7219,Normal,Descending,10000,230.2303
7220,Normal,Descending,10000,238.0919
7221,Normal,Descending,10000,240.3837
7222,Normal,Descending,10000,296.7474
7223,Normal,Descending,10000,296.446
7224,Normal,Descending,10000,305.0508
7225,Normal,Descending,10000,415.5406
7226,Normal,Descending,10000,482.6015
7227,Normal,Descending,10000,464.128
7228,Normal,Descending,10000,436.0562
7229,Normal,Descending,10000,405.3852
7230,Normal,Descending,10000,689.8354
7231,Normal,Descending,10000,584.7014
7232,Normal,Descending,10000,444.1207
7233,Normal,Descending,10000,471.263
7234,Normal,Descending,10000,471.5057
7235,Normal,Descending,10000,430.2017
7236,Normal,Descending,10000,459.2688
7237,Normal,Descending,10000,456.6169
7238,Normal,Descending,10000,374.4231
7239,Normal,Descending,10000,295.2989
7240,Normal,Descending,10000,318.0474
7241,Normal,Descending,10000,273.0011
7242,Normal,Descending,10000,290.0839
7243,Normal,Descending,10000,294.3503
7244,Normal,Descending,10000,294.5354
7245,Normal,Descending,10000,273.7285
7246,Normal,Descending,10000,287.371
7247,Normal,Descending,10000,254.3628
7248,Normal,Descending,10000,282.5575
7249,Normal,Descending,10000,297.3505
7250,Normal,Descending,10000,322.1328
7251,Normal,Descending,10000,326.8688
7252,Normal,Descending,10000,321.2544
7253,Normal,Descending,10000,339.8917
7254,Normal,Descending,10000,335.8606
7255,Normal,Descending,10000,384.1006
7256,Normal,Descending,10000,402.0556
7257,Normal,Descending,10000,383.1082
7258,Normal,Descending,10000,378.4712
7259,Normal,Descending,10000,320.7939
7260,Normal,Descending,10000,354.1336
7261,Normal,Descending,10000,336.964
7262,Normal,Descending,10000,357.9868
7263,Normal,Descending,10000,450.2422
7264,Normal,Descending,10000,370.5868
7265,Normal,Descending,10000,398.2353
7266,Normal,Descending,10000,400.3702
7267,Normal,Descending,10000,440.2376
7268,Normal,Descending,10000,368.6499
7269,Normal,Descending,10000,495.3702
7270,Normal,Descending,10000,343.6393
7271,Normal,Descending,10000,316.7111
7272,Normal,Descending,10000,328.9942
7273,Normal,Descending,10000,321.1519
7274,Normal,Descending,10000,324.3391
7275,Normal,Descending,10000,331.0701
7276,Normal,Descending,10000,290.4653
7277,Normal,Descending,10000,329.4491
7278,Normal,Descending,10000,382.6693
7279,Normal,Descending,10000,355.2188
7280,Normal,Descending,10000,294.1644
7281,Normal,Descending,10000,329.2854
7282,Normal,Descending,10000,294.8345
7283,Normal,Descending,10000,363.9534
7284,Normal,Descending,10000,347.1346
7285,Normal,Descending,10000,301.9661
7286,Normal,Descending,10000,319.8587
7287,Normal,Descending,10000,302.5831
7288,Normal,Descending,10000,306.263
7289,Normal,Descending,10000,326.2989
7290,Normal,Descending,10000,307.6371
7291,Normal,Descending,10000,280.9904
7292,Normal,Descending,10000,286.8564
7293,Normal,Descending,10000,346.71
7294,Normal,Descending,10000,318.2192
7295,Normal,Descending,10000,378.2865
7296,Normal,Descending,10000,317.8963
7297,Normal,Descending,10000,281.6023
7298,Normal,Descending,10000,306.3243
7299,Normal,Descending,10000,358.1223
7300,Normal,Descending,10000,336.4723
7301,Normal,Descending,10000,325.398
7302,Normal,Descending,10000,290.508
7303,Normal,Descending,10000,290.3192
7304,Normal,Descending,10000,295.2333
7305,Normal,Descending,10000,344.5755
7306,Normal,Descending,10000,373.1429
7307,Normal,Descending,10000,292.4229
7308,Normal,Descending,10000,453.9602
7309,Normal,Descending,10000,328.6296
7310,Normal,Descending,10000,288.1079
7311,Normal,Descending,10000,359.551
7312,Normal,Descending,10000,342.3897
7313,Normal,Descending,10000,266.7738
7314,Normal,Descending,10000,327.501
7315,Normal,Descending,10000,302.4433
7316,Normal,Descending,10000,322.0718
7317,Normal,Descending,10000,302.4241
7318,Normal,Descending,10000,284.5537
7319,Normal,Descending,10000,294.547
7320,Normal,Descending,10000,248.6178
7321,Normal,Descending,10000,265.0679
7322,Normal,Descending,10000,253.8646
7323,Normal,Descending,10000,246.3158
7324,Normal,Descending,10000,237.8115
7325,Normal,Descending,10000,281.4215
7326,Normal,Descending,10000,256.8349
7327,Normal,Descending,10000,267.5145
7328,Normal,Descending,10000,265.6271
7329,Normal,Descending,10000,243.1371
7330,Normal,Descending,10000,235.7222
7331,Normal,Descending,10000,242.2613
7332,Normal,Descending,10000,236.6358
7333,Normal,Descending,10000,245.135
7334,Normal,Descending,10000,237.0722
7335,Normal,Descending,10000,262.7706
7336,Normal,Descending,10000,240.9069
7337,Normal,Descending,10000,259.5938
7338,Normal,Descending,10000,238.1658
7339,Normal,Descending,10000,230.2968
7340,Normal,Descending,10000,250.7952
7341,Normal,Descending,10000,239.2609
7342,Normal,Descending,10000,250.7466
7343,Normal,Descending,10000,256.0038
7344,Normal,Descending,10000,243.333
7345,Normal,Descending,10000,237.6204
7346,Normal,Descending,10000,247.7914
7347,Normal,Descending,10000,240.4968
7348,Normal,Descending,10000,252.2521
7349,Normal,Descending,10000,249.4505
7350,Normal,Descending,10000,235.71
7351,Normal,Descending,10000,261.6311
7352,Normal,Descending,10000,234.1215
7353,Normal,Descending,10000,266.3996
7354,Normal,Descending,10000,270.0387
7355,Normal,Descending,10000,244.7825
7356,Normal,Descending,10000,349.4877
7357,Normal,Descending,10000,307.5036
7358,Normal,Descending,10000,278.1384
7359,Normal,Descending,10000,263.6585
7360,Normal,Descending,10000,339.0314
7361,Normal,Descending,10000,294.2305
7362,Normal,Descending,10000,254.3959
7363,Normal,Descending,10000,271.6053
7364,Normal,Descending,10000,275.1539
7365,Normal,Descending,10000,289.4503
7366,Normal,Descending,10000,268.0334
7367,Normal,Descending,10000,248.5546
7368,Normal,Descending,10000,236.0148
7369,Normal,Descending,10000,236.2205
7370,Normal,Descending,10000,235.8436
7371,Normal,Descending,10000,254.2758
7372,Normal,Descending,10000,246.1263
7373,Normal,Descending,10000,244.3344
7374,Normal,Descending,10000,237.8624
7375,Normal,Descending,10000,282.2853
7376,Normal,Descending,10000,238.6254
7377,Normal,Descending,10000,233.5089
7378,Normal,Descending,10000,233.9784
7379,Normal,Descending,10000,246.0107
7380,Normal,Descending,10000,232.5511
7381,Normal,Descending,10000,234.3016
7382,Normal,Descending,10000,229.754
7383,Normal,Descending,10000,234.6322
7384,Normal,Descending,10000,263.5393
7385,Normal,Descending,10000,243.6933
7386,Normal,Descending,10000,238.9861
7387,Normal,Descending,10000,231.1957
7388,Normal,Descending,10000,248.2433
7389,Normal,Descending,10000,251.7339
7390,Normal,Descending,10000,260.7253
7391,Normal,Descending,10000,230.7091
7392,Normal,Descending,10000,233.622
7393,Normal,Descending,10000,248.8069
7394,Normal,Descending,10000,231.7065
7395,Normal,Descending,10000,272.0705
7396,Normal,Descending,10000,281.8357
7397,Normal,Descending,10000,233.527
7398,Normal,Descending,10000,248.2249
7399,Normal,Descending,10000,260.7562
7400,Normal,Descending,10000,242.5202
7401,Normal,Descending,10000,232.1599
7402,Normal,Descending,10000,232.0964
7403,Normal,Descending,10000,245.2071
7404,Normal,Descending,10000,232.4467
7405,Normal,Descending,10000,232.2994
7406,Normal,Descending,10000,243.0641
7407,Normal,Descending,10000,235.4789
7408,Normal,Descending,10000,234.4586
7409,Normal,Descending,10000,231.9008
7410,Normal,Descending,10000,234.1738
7411,Normal,Descending,10000,233.4482
7412,Normal,Descending,10000,254.4002
7413,Normal,Descending,10000,249.446
7414,Normal,Descending,10000,254.6384
7415,Normal,Descending,10000,251.5077
7416,Normal,Descending,10000,242.6757
7417,Normal,Descending,10000,241.6752
7418,Normal,Descending,10000,256.4929
7419,Normal,Descending,10000,247.26
7420,Normal,Descending,10000,244.4575
7421,Normal,Descending,10000,250.2341
7422,Normal,Descending,10000,240.5011
7423,Normal,Descending,10000,248.0422
7424,Normal,Descending,10000,249.9807
7425,Normal,Descending,10000,247.9645
7426,Normal,Descending,10000,247.2703
7427,Normal,Descending,10000,255.5745
7428,Normal,Descending,10000,279.6854
7429,Normal,Descending,10000,268.9139
7430,Normal,Descending,10000,238.6795
7431,Normal,Descending,10000,242.9201
7432,Normal,Descending,10000,260.8924
7433,Normal,Descending,10000,258.8651
7434,Normal,Descending,10000,248.1442
7435,Normal,Descending,10000,231.5194
7436,Normal,Descending,10000,233.6026
7437,Normal,Descending,10000,237.9589
7438,Normal,Descending,10000,233.559
7439,Normal,Descending,10000,236.3401
7440,Normal,Descending,10000,234.2539
7441,Normal,Descending,10000,239.0284
7442,Normal,Descending,10000,231.4204
7443,Normal,Descending,10000,231.863
7444,Normal,Descending,10000,259.9456
7445,Normal,Descending,10000,307.3567
7446,Normal,Descending,10000,250.2799
7447,Normal,Descending,10000,233.4255
7448,Normal,Descending,10000,256.36
7449,Normal,Descending,10000,244.1795
7450,Normal,Descending,10000,240.5156
7451,Normal,Descending,10000,240.2806
7452,Normal,Descending,10000,236.8217
7453,Normal,Descending,10000,238.7164
7454,Normal,Descending,10000,239.4143
7455,Normal,Descending,10000,230.0733
7456,Normal,Descending,10000,243.0047
7457,Normal,Descending,10000,268.5152
7458,Normal,Descending,10000,233.5521
7459,Normal,Descending,10000,234.108
7460,Normal,Descending,10000,231.5001
7461,Normal,Descending,10000,249.5742
7462,Normal,Descending,10000,243.6066
7463,Normal,Descending,10000,229.4964
7464,Normal,Descending,10000,230.0148
7465,Normal,Descending,10000,248.3563
7466,Normal,Descending,10000,235.3526
7467,Normal,Descending,10000,231.7596
7468,Normal,Descending,10000,251.6312
7469,Normal,Descending,10000,240.2126
7470,Normal,Descending,10000,232.4631
7471,Normal,Descending,10000,230.1566
7472,Normal,Descending,10000,234.0017
7473,Normal,Descending,10000,239.8574
7474,Normal,Descending,10000,242.8966
7475,Normal,Descending,10000,231.5453
7476,Normal,Descending,10000,236.2452
7477,Normal,Descending,10000,232.1822
7478,Normal,Descending,10000,238.8035
7479,Normal,Descending,10000,235.8273
7480,Normal,Descending,10000,240.7541
7481,Normal,Descending,10000,238.9353
7482,Normal,Descending,10000,236.6436
7483,Normal,Descending,10000,245.229
7484,Normal,Descending,10000,231.16
7485,Normal,Descending,10000,235.8827
7486,Normal,Descending,10000,240.5951
7487,Normal,Descending,10000,231.0981
7488,Normal,Descending,10000,258.0461
7489,Normal,Descending,10000,240.1494
7490,Normal,Descending,10000,230.7943
7491,Normal,Descending,10000,235.4284
7492,Normal,Descending,10000,240.2038
7493,Normal,Descending,10000,231.8841
7494,Normal,Descending,10000,235.7916
7495,Normal,Descending,10000,230.509
7496,Normal,Descending,10000,233.1851
7497,Normal,Descending,10000,240.5164
7498,Normal,Descending,10000,232.8915
7499,Normal,Descending,10000,235.4113
7500,Normal,Descending,10000,234.884
7501,Normal,Descending,10000,229.9087
7502,Normal,Descending,10000,235.9154
7503,Normal,Descending,10000,236.2459
7504,Normal,Descending,10000,234.8188
7505,Normal,Descending,10000,240.5081
7506,Normal,Descending,10000,240.5143
7507,Normal,Descending,10000,229.1902
7508,Normal,Descending,10000,236.1052
7509,Normal,Descending,10000,231.4371
7510,Normal,Descending,10000,238.4569
7511,Normal,Descending,10000,232.5104
7512,Normal,Descending,10000,231.1317
7513,Normal,Descending,10000,229.7456
7514,Normal,Descending,10000,233.8763
7515,Normal,Descending,10000,230.121
7516,Normal,Descending,10000,239.7163
7517,Normal,Descending,10000,231.6336
7518,Normal,Descending,10000,229.8947
7519,Normal,Descending,10000,232.2998
7520,Normal,Descending,10000,240.9554
7521,Normal,Descending,10000,231.3302
7522,Normal,Descending,10000,232.6495
7523,Normal,Descending,10000,229.2013
7524,Normal,Descending,10000,230.4404
7525,Normal,Descending,10000,234.1268
7526,Normal,Descending,10000,230.2235
7527,Normal,Descending,10000,228.8995
7528,Normal,Descending,10000,238.8141
7529,Normal,Descending,10000,232.4744
7530,Normal,Descending,10000,232.5041
7531,Normal,Descending,10000,229.9715
7532,Normal,Descending,10000,231.566
7533,Normal,Descending,10000,230.604
7534,Normal,Descending,10000,253.1228
7535,Normal,Descending,10000,237.0011
7536,Normal,Descending,10000,229.7872
7537,Normal,Descending,10000,236.5369
7538,Normal,Descending,10000,232.4719
7539,Normal,Descending,10000,231.0092
7540,Normal,Descending,10000,231.9865
7541,Normal,Descending,10000,237.7723
7542,Normal,Descending,10000,231.0642
7543,Normal,Descending,10000,233.2904
7544,Normal,Descending,10000,233.407
7545,Normal,Descending,10000,230.0465
7546,Normal,Descending,10000,237.3639
7547,Normal,Descending,10000,231.0323
7548,Normal,Descending,10000,229.3831
7549,Normal,Descending,10000,229.6648
7550,Normal,Descending,10000,229.2439
7551,Normal,Descending,10000,229.6579
7552,Normal,Descending,10000,231.8594
7553,Normal,Descending,10000,234.1383
7554,Normal,Descending,10000,234.0316
7555,Normal,Descending,10000,230.3395
7556,Normal,Descending,10000,230.6058
7557,Normal,Descending,10000,229.6253
7558,Normal,Descending,10000,231.8839
7559,Normal,Descending,10000,232.3688
7560,Normal,Descending,10000,230.8196
7561,Normal,Descending,10000,232.8856
7562,Normal,Descending,10000,229.0179
7563,Normal,Descending,10000,231.1746
7564,Normal,Descending,10000,234.9996
7565,Normal,Descending,10000,233.08
7566,Normal,Descending,10000,237.7002
7567,Normal,Descending,10000,235.6099
7568,Normal,Descending,10000,229.7489
7569,Normal,Descending,10000,233.2874
7570,Normal,Descending,10000,229.6389
7571,Normal,Descending,10000,238.0705
7572,Normal,Descending,10000,239.3003
7573,Normal,Descending,10000,233.6035
7574,Normal,Descending,10000,233.2301
7575,Normal,Descending,10000,230.0638
7576,Normal,Descending,10000,229.3894
7577,Normal,Descending,10000,240.2798
7578,Normal,Descending,10000,232.9436
7579,Normal,Descending,10000,229.3828
7580,Normal,Descending,10000,230.6458
7581,Normal,Descending,10000,232.7239
7582,Normal,Descending,10000,235.6904
7583,Normal,Descending,10000,231.6898
